0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,8.53513e-038,0,0,0
0,3.31676e-034,0,0,0
0,2.50004e-031,0,0,0
0,7.08621e-030,0,0,0
0,1.22865e-027,0,0,0
0,9.42246e-026,0,0,0
0,7.20207e-025,0,0,0
0,1.33754e-023,0,0,0
0,3.09769e-022,0,0,0
0,1.10995e-021,0,0,0
0,1.38695e-020,0,0,0
0,1.25361e-019,0,0,0
0,1.19402e-018,0,0,0
0,2.74209e-018,0,0,0
0,3.51311e-017,0,0,0
0,5.1586e-016,0,0,0
0,1.21537e-015,0,0,0
0,2.23389e-014,0,0,0
0,3.46372e-013,0,0,0
0,5.48563e-012,0,0,0
0,1.00268e-011,0,0,0
0,8.33121e-011,0,0,0
0,4.28221e-010,0,0,0
0,5.91713e-010,0,0,0
0,2.09141e-009,0,0,0
0,5.80373e-009,0,0,0
0,1.27504e-008,0,0,0
0,1.68686e-008,0,0,0
0,2.98158e-008,0,0,0
0,4.47479e-008,0,0,0
0,6.68522e-008,0,0,0
0,9.65997e-008,0,0,0
0,1.46733e-007,0,0,0
0,2.66978e-007,0,0,0
0,3.91815e-007,0,0,0
0,8.01755e-007,0,0,0
0,2.18934e-006,0,0,0
0,2.68769e-006,0,0,0
0,8.31223e-006,0,0,0
0,3.03469e-005,0,0,0
0,3.23856e-005,0,0,0
0,0.000108749,0,0,0
0,0.000340394,0,0,0
0,0.000874441,0,0,0
0,0.000925302,0,0,0
0,0.0017814,0,0,0
0,0.00273356,0,0,0
0,0.00264845,0,0,0
0,0.00322163,0,0,0
0,0.0035427,0,0,0
0,0.0037087,0,0,0
0,0.00334231,0,0,0
0,0.00382365,0,0,0
0,0.00494937,0,0,0
0,0.00477704,0,0,0
0,0.00555398,0,0,0
0,0.0059874,0,0,0
0,0.00627114,0,0,0
0,0.00541308,0,0,0
0,0.00549999,0,0,0
0,0.00560557,0,0,0
0,0.00462959,0,0,0
0,0.00469699,0,0,0
0,0.00473125,0,0,0
0,0.00479303,0,0,0
0,0.00386657,0,0,0
0,0.00402249,0,0,0
0,0.00457517,0,0,0
0,0.00383203,0,0,0
0,0.00544308,0,0,0
0,0.0108608,0,0,0
0,0.00935223,0,0,0
0,0.0287594,0,0,0
0,0.0898721,0,0,0
0,0.10837,0,0,0
0,0.110732,0,0,0
0,0.107349,0,0,0
0,0.111623,0,0,0
0,0.112082,0,0,0
0,0.100341,0,0,0
0,0.123571,0,0,0
0,0.112714,0,0,0
0,0.128849,0,0,0
0,0.115461,0,0,0
0,0.102097,0,0,0
0,0.0893391,0,0,0
0,0.0739776,0,0,0
0,0.0710789,0,0,0
0,0.0639626,0,0,0
0,0.0502641,0,0,0
0,0.0421856,0,0,0
0,0.0370209,0,0,0
0,0.0292581,0,0,0
0,0.0267459,0,0,0
0,0.0248865,0,0,0
0,0.0231211,0,0,0
0,0.0195143,0,0,0
0,0.0187912,0,0,0
0,0.0181963,0,0,0
0,0.0158308,0,0,0
0,0.0156085,0,0,0
0,0.0153833,0,0,0
0,0.0133919,0,0,0
0,0.0105314,0,0,0
0,0.00704271,0,0,0
0,0.00517398,0,0,0
0,0.00586432,0,0,0
0,0.0048501,0,0,0
0,0.00410012,0,0,0
0,0.00462692,0,0,0
0,0.00395472,0,0,0
0,0.00337446,0,0,0
0,0.00295022,0,0,0
0,0.00285181,0,0,0
0,0.00253933,0,0,0
0,0.00234258,0,0,0
0,0.00195489,0,0,0
0,0.00212343,0,0,0
0,0.00247375,0,0,0
0,0.00303657,0,0,0
0,0.00378263,0,0,0
0,0.00455453,0,0,0
0,0.00521044,0,0,0
0,0.00571629,0,0,0
0,0.00603692,0,0,0
0,0.00632462,0,0,0
0,0.00659402,0,0,0
0,0.00669901,0,0,0
0,0.0068816,0,0,0
0,0.00700403,0,0,0
0,0.00695724,0,0,0
0,0.00703156,0,0,0
0,0.00709331,0,0,0
0,0.00713836,0,0,0
0,0.00698704,0,0,0
0,0.00698818,0,0,0
0,0.00695776,0,0,0
0,0.00680348,0,0,0
0,0.00672161,0,0,0
0,0.00657169,0,0,0
0,0.00648657,0,0,0
0,0.00631608,0,0,0
0,0.00611556,0,0,0
0,0.00591089,0,0,0
0,0.00597837,0,0,0
0,0.00577594,0,0,0
0,0.0055347,0,0,0
0,0.00555625,0,0,0
0,0.00533452,0,0,0
0,0.00508411,0,0,0
0,0.00485114,0,0,0
0,0.00488587,0,0,0
0,0.004727,0,0,0
0,0.00462155,0,0,0
0,0.00467703,0,0,0
0,0.00461826,0,0,0
0,0.00451525,0,0,0
0,0.00434538,0,0,0
0,0.0043952,0,0,0
0,0.00418009,0,0,0
0,0.0039719,0,0,0
0,0.00402131,0,0,0
0,0.00392779,0,0,0
0,0.0039816,0,0,0
0,0.00402259,0,0,0
0,0.00406677,0,0,0
0,0.00411202,0,0,0
0,0.00412932,0,0,0
0,0.00405308,0,0,0
0,0.00383443,0,0,0
0,0.00361282,0,0,0
0,0.00350791,0,0,0
0,0.00346028,0,0,0
0,0.0034389,0,0,0
0,0.00342028,0,0,0
0,0.00340233,0,0,0
0,0.00338245,0,0,0
0,0.00335993,0,0,0
0,0.00333661,0,0,0
0,0.0033163,0,0,0
0,0.00330199,0,0,0
0,0.00327141,0,0,0
0,0.0032633,0,0,0
0,0.00323948,0,0,0
0,0.00321351,0,0,0
0,0.0032033,0,0,0
0,0.00317418,0,0,0
0,0.00314379,0,0,0
0,0.00311276,0,0,0
0,0.00308952,0,0,0
0,0.00305212,0,0,0
0,0.00301387,0,0,0
0,0.00295827,0,0,0
0,0.00292113,0,0,0
0,0.00288836,0,0,0
0,0.00285947,0,0,0
